ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-91edfc,A-92a3af,2024-03-30 00:00:00,2024-04-01 00:00:00,57.00,medium,68,,t
T-51cf8c,A-fe79a5,2023-05-25 00:00:00,2023-05-25 00:00:00,7.00,medium,123,5,f
T-ea95ef,A-751c58,2023-02-07 00:00:00,2023-02-08 00:00:00,32.00,medium,147,4,f
T-10ac61,A-2d4502,2024-05-02 00:00:00,2024-05-02 00:00:00,2.00,urgent,171,5,f
T-902d96,A-76fa4d,2024-12-27 00:00:00,2024-12-29 00:00:00,59.00,high,147,4,f
T-317894,A-0651a4,2024-04-20 00:00:00,2024-04-20 00:00:00,1.00,high,135,3,f
T-4e9902,A-42b791,2023-06-22 00:00:00,2023-06-22 00:00:00,13.00,high,162,5,f
T-2d6f9d,A-fabe19,2023-05-23 00:00:00,2023-05-24 00:00:00,32.00,urgent,63,,f
T-21a62a,A-bc4d48,2024-09-20 00:00:00,2024-09-20 00:00:00,9.00,medium,104,5,f
T-435417,A-02cd81,2024-02-02 00:00:00,2024-02-02 00:00:00,6.00,urgent,44,5,f
T-f0ad1e,A-940b8b,2023-07-14 00:00:00,2023-07-14 00:00:00,15.00,low,164,5,f
T-9a49dd,A-3ce5b8,2023-05-08 00:00:00,2023-05-09 00:00:00,42.00,high,65,4,f
T-20d400,A-c9bb3e,2023-10-14 00:00:00,2023-10-15 00:00:00,35.00,high,169,,f
T-437e48,A-9174e0,2024-10-30 00:00:00,2024-10-31 00:00:00,25.00,urgent,161,5,f
T-1948cd,A-bc87bc,2023-11-10 00:00:00,2023-11-12 00:00:00,51.00,medium,28,,f
T-b9ca29,A-e98302,2024-08-28 00:00:00,2024-08-30 00:00:00,64.00,low,37,4,f
T-f9f1f5,A-e19ff6,2023-04-21 00:00:00,2023-04-23 00:00:00,51.00,high,109,4,f
T-437b2d,A-95b24a,2023-11-06 00:00:00,2023-11-07 00:00:00,33.00,high,12,3,f
T-12a7d7,A-80eeb6,2023-08-02 00:00:00,2023-08-02 00:00:00,2.00,low,59,3,f
T-99ec8e,A-f9cc74,2024-11-14 00:00:00,2024-11-16 00:00:00,63.00,low,129,3,f
T-cb95ef,A-c4ea60,2023-02-16 00:00:00,2023-02-18 00:00:00,58.00,low,74,3,f
T-27d929,A-10b8f2,2023-11-10 00:00:00,2023-11-12 00:00:00,59.00,urgent,26,5,f
T-6faf48,A-7c83a1,2024-04-21 00:00:00,2024-04-21 00:00:00,3.00,high,82,5,f
T-7b5e96,A-b9eed8,2024-09-29 00:00:00,2024-09-29 00:00:00,23.00,high,162,4,f
T-cc3d2a,A-b11cd0,2024-01-31 00:00:00,2024-01-31 00:00:00,7.00,medium,104,,f
T-99abf9,A-2edab2,2023-07-31 00:00:00,2023-07-31 00:00:00,1.00,high,135,3,f
T-9eecab,A-f3ff05,2023-07-17 00:00:00,2023-07-18 00:00:00,27.00,high,122,,f
T-276a05,A-c37cab,2023-10-17 00:00:00,2023-10-19 00:00:00,62.00,high,144,3,t
T-1e080e,A-712426,2024-08-04 00:00:00,2024-08-04 00:00:00,15.00,urgent,66,5,f
T-da9234,A-7da956,2024-04-20 00:00:00,2024-04-21 00:00:00,35.00,medium,112,5,f
T-a6cf94,A-1b707d,2024-10-18 00:00:00,2024-10-19 00:00:00,32.00,medium,160,,f
T-78ed7c,A-b07346,2024-08-13 00:00:00,2024-08-15 00:00:00,70.00,high,31,4,f
T-82f258,A-ff3c73,2023-03-19 00:00:00,2023-03-21 00:00:00,66.00,medium,79,3,f
T-256979,A-038089,2023-04-02 00:00:00,2023-04-02 00:00:00,9.00,low,96,,f
T-8e9bd1,A-1f7acb,2024-06-27 00:00:00,2024-06-29 00:00:00,70.00,medium,131,5,f
T-544625,A-a8b49c,2023-09-23 00:00:00,2023-09-26 00:00:00,72.00,low,105,4,f
T-298948,A-fdfc91,2024-02-06 00:00:00,2024-02-08 00:00:00,53.00,urgent,105,4,f
T-21611f,A-82861f,2023-01-27 00:00:00,2023-01-28 00:00:00,29.00,low,19,3,f
T-24643b,A-d922bf,2024-02-21 00:00:00,2024-02-21 00:00:00,2.00,low,130,3,f
T-2708ab,A-96e141,2023-11-07 00:00:00,2023-11-07 00:00:00,8.00,medium,42,4,f
T-5e7096,A-44dc83,2023-10-18 00:00:00,2023-10-19 00:00:00,47.00,low,35,,f
T-7ba83f,A-ffc04f,2023-02-01 00:00:00,2023-02-02 00:00:00,47.00,high,47,4,f
T-e14078,A-e2cd1b,2023-04-27 00:00:00,2023-04-27 00:00:00,2.00,urgent,16,,f
T-f2e96f,A-96e141,2023-04-24 00:00:00,2023-04-24 00:00:00,17.00,urgent,130,,f
T-519a0a,A-f5641b,2024-08-09 00:00:00,2024-08-11 00:00:00,62.00,medium,132,,f
T-dca519,A-ce66f8,2024-09-14 00:00:00,2024-09-14 00:00:00,7.00,urgent,47,,f
T-b9e44a,A-1ac5e0,2023-06-10 00:00:00,2023-06-12 00:00:00,62.00,medium,13,,f
T-17e8e9,A-7c6b6b,2023-09-03 00:00:00,2023-09-04 00:00:00,33.00,high,63,5,f
T-82ae01,A-49b828,2023-06-03 00:00:00,2023-06-03 00:00:00,6.00,medium,150,4,f
T-e51e43,A-4e960a,2023-04-30 00:00:00,2023-04-30 00:00:00,13.00,low,41,5,f
T-45e6da,A-1e6fc3,2024-03-08 00:00:00,2024-03-09 00:00:00,33.00,low,120,3,f
T-b5aa6f,A-7c83a1,2023-02-14 00:00:00,2023-02-15 00:00:00,44.00,low,85,4,f
T-93a37f,A-95b24a,2023-08-08 00:00:00,2023-08-08 00:00:00,9.00,high,74,,f
T-6e76a6,A-625d0b,2023-09-17 00:00:00,2023-09-18 00:00:00,37.00,urgent,141,,f
T-09dd85,A-fd7ad3,2023-02-06 00:00:00,2023-02-06 00:00:00,14.00,low,12,3,f
T-1cd0a4,A-35083d,2024-06-25 00:00:00,2024-06-27 00:00:00,54.00,low,61,5,f
T-d5ea25,A-9289f6,2024-10-14 00:00:00,2024-10-16 00:00:00,59.00,low,56,5,f
T-a4d85c,A-0f6450,2023-04-03 00:00:00,2023-04-05 00:00:00,56.00,medium,37,3,f
T-db00f6,A-c1e51e,2024-08-13 00:00:00,2024-08-14 00:00:00,32.00,urgent,101,3,f
T-6c817f,A-6da850,2023-08-01 00:00:00,2023-08-03 00:00:00,71.00,urgent,69,,f
T-1bcdb6,A-cbd1a3,2024-06-28 00:00:00,2024-06-28 00:00:00,3.00,medium,12,4,f
T-c475b2,A-712533,2024-10-29 00:00:00,2024-10-29 00:00:00,23.00,high,76,4,f
T-a3df20,A-39ddf4,2024-03-09 00:00:00,2024-03-11 00:00:00,68.00,high,118,,f
T-7214d0,A-443f6f,2024-09-06 00:00:00,2024-09-06 00:00:00,13.00,urgent,42,5,f
T-4cc9eb,A-bc87bc,2024-12-29 00:00:00,2024-12-31 00:00:00,67.00,low,46,5,f
T-c1ca2b,A-7920cc,2023-06-18 00:00:00,2023-06-19 00:00:00,33.00,low,150,5,f
T-9f48ae,A-22d9d2,2024-01-22 00:00:00,2024-01-22 00:00:00,19.00,medium,87,5,f
T-63aaba,A-241e75,2023-09-07 00:00:00,2023-09-08 00:00:00,40.00,medium,21,,f
T-bb3cde,A-bbc346,2023-06-09 00:00:00,2023-06-11 00:00:00,50.00,urgent,128,4,f
T-4336b6,A-ed510f,2024-06-22 00:00:00,2024-06-24 00:00:00,57.00,low,19,,f
T-c30ac0,A-2f6a32,2024-05-06 00:00:00,2024-05-08 00:00:00,57.00,medium,5,4,f
T-a80aac,A-443b7c,2023-06-18 00:00:00,2023-06-19 00:00:00,35.00,medium,12,,f
T-37c256,A-856b1e,2024-01-11 00:00:00,2024-01-13 00:00:00,65.00,low,133,,f
T-334013,A-3be56b,2023-07-17 00:00:00,2023-07-19 00:00:00,65.00,medium,96,4,f
T-970159,A-e888d1,2024-02-09 00:00:00,2024-02-10 00:00:00,46.00,urgent,95,,t
T-ded4a8,A-0a282f,2024-05-03 00:00:00,2024-05-05 00:00:00,48.00,urgent,35,5,f
T-9f7253,A-883b7d,2023-06-23 00:00:00,2023-06-23 00:00:00,17.00,urgent,144,4,f
T-0a9b1f,A-9208f0,2023-01-27 00:00:00,2023-01-27 00:00:00,19.00,medium,166,,t
T-fa88e4,A-95b24a,2024-03-14 00:00:00,2024-03-14 00:00:00,8.00,high,122,5,f
T-665175,A-883b7d,2024-12-01 00:00:00,2024-12-01 00:00:00,21.00,urgent,13,3,f
T-2ca24a,A-42e5e1,2024-05-22 00:00:00,2024-05-22 00:00:00,18.00,high,51,4,f
T-7bc25b,A-337bc1,2023-08-10 00:00:00,2023-08-10 00:00:00,21.00,medium,7,4,f
T-df171c,A-09540c,2024-02-24 00:00:00,2024-02-25 00:00:00,29.00,high,72,4,f
T-ed6cdf,A-977ca0,2023-06-02 00:00:00,2023-06-05 00:00:00,72.00,medium,100,,f
T-07f485,A-55f257,2024-06-03 00:00:00,2024-06-05 00:00:00,53.00,urgent,150,5,f
T-09825e,A-dbc825,2024-09-30 00:00:00,2024-09-30 00:00:00,22.00,urgent,34,,f
T-bc2607,A-39b19f,2024-08-06 00:00:00,2024-08-08 00:00:00,65.00,high,155,5,f
T-df9fc9,A-43a9e3,2023-03-24 00:00:00,2023-03-26 00:00:00,64.00,urgent,90,4,f
T-f9ca4b,A-8ed5dd,2023-06-03 00:00:00,2023-06-03 00:00:00,21.00,low,180,5,f
T-8d4c7f,A-f446b6,2023-10-31 00:00:00,2023-11-02 00:00:00,55.00,urgent,68,,f
T-a9fa22,A-9a532a,2023-05-04 00:00:00,2023-05-06 00:00:00,70.00,low,81,,f
T-216c7c,A-fa3095,2024-06-27 00:00:00,2024-06-28 00:00:00,26.00,low,71,5,f
T-650a6d,A-fe79a5,2023-04-10 00:00:00,2023-04-12 00:00:00,66.00,high,26,5,f
T-b01917,A-625d0b,2023-12-24 00:00:00,2023-12-26 00:00:00,64.00,high,135,,f
T-b154de,A-600734,2023-04-16 00:00:00,2023-04-18 00:00:00,71.00,urgent,57,,t
T-8ece2f,A-9123ac,2024-09-09 00:00:00,2024-09-09 00:00:00,3.00,urgent,102,5,f
T-e12097,A-86fc1d,2024-08-03 00:00:00,2024-08-04 00:00:00,26.00,urgent,29,5,f
T-9e1726,A-5fe118,2023-07-25 00:00:00,2023-07-25 00:00:00,19.00,urgent,26,4,f
T-e45d87,A-296d7c,2024-07-08 00:00:00,2024-07-09 00:00:00,28.00,low,139,5,f
T-4da38c,A-42e5e1,2023-06-05 00:00:00,2023-06-06 00:00:00,42.00,low,69,4,f
T-4fd4ae,A-e7beab,2023-10-19 00:00:00,2023-10-21 00:00:00,54.00,low,110,,f
T-10a089,A-9c18c4,2024-04-22 00:00:00,2024-04-24 00:00:00,56.00,high,165,,f
T-73db23,A-89ee83,2023-01-26 00:00:00,2023-01-27 00:00:00,29.00,urgent,146,,f
T-ebb149,A-0baac2,2024-09-14 00:00:00,2024-09-15 00:00:00,40.00,high,154,5,f
T-6b1dfe,A-832ec2,2024-04-14 00:00:00,2024-04-14 00:00:00,4.00,high,87,4,t
T-418d3f,A-e98302,2023-06-29 00:00:00,2023-06-29 00:00:00,16.00,medium,84,4,f
T-22724b,A-94c3cd,2024-08-17 00:00:00,2024-08-19 00:00:00,61.00,high,145,3,f
T-57b938,A-dfbd31,2023-07-22 00:00:00,2023-07-24 00:00:00,65.00,high,145,,f
T-9ce175,A-82d8a6,2024-03-05 00:00:00,2024-03-05 00:00:00,11.00,medium,164,,f
T-1173d2,A-7641d3,2024-12-14 00:00:00,2024-12-15 00:00:00,44.00,high,88,3,f
T-fbc3c3,A-65a46c,2023-03-17 00:00:00,2023-03-18 00:00:00,39.00,urgent,51,,f
T-383e2b,A-86fc1d,2024-12-24 00:00:00,2024-12-24 00:00:00,17.00,urgent,140,,f
T-8cb85f,A-d82ef9,2023-05-07 00:00:00,2023-05-07 00:00:00,10.00,urgent,34,4,f
T-2b566c,A-cbd1a3,2024-09-08 00:00:00,2024-09-10 00:00:00,70.00,medium,167,,f
T-f93d8a,A-e83938,2023-12-23 00:00:00,2023-12-23 00:00:00,8.00,medium,41,,f
T-1374f5,A-6f50ae,2024-10-18 00:00:00,2024-10-19 00:00:00,26.00,medium,59,4,f
T-4adbf1,A-149a69,2023-03-22 00:00:00,2023-03-24 00:00:00,53.00,urgent,169,,f
T-67bfa4,A-eb7fac,2024-04-23 00:00:00,2024-04-24 00:00:00,37.00,urgent,75,4,f
T-9f2d91,A-2e3bad,2024-09-20 00:00:00,2024-09-20 00:00:00,18.00,low,110,,f
T-320686,A-7c5768,2023-03-10 00:00:00,2023-03-10 00:00:00,8.00,high,170,5,f
T-a838f4,A-e36807,2024-05-22 00:00:00,2024-05-24 00:00:00,69.00,medium,159,4,f
T-d9f5fb,A-ab438f,2024-06-28 00:00:00,2024-06-30 00:00:00,63.00,urgent,86,4,f
T-4dc68c,A-1f0ac7,2024-04-12 00:00:00,2024-04-12 00:00:00,14.00,low,174,,f
T-5ef304,A-faa28c,2024-01-18 00:00:00,2024-01-19 00:00:00,44.00,low,139,4,f
T-cfec7f,A-089363,2023-08-22 00:00:00,2023-08-22 00:00:00,21.00,medium,75,4,f
T-9b3a8d,A-f1f639,2024-04-21 00:00:00,2024-04-21 00:00:00,21.00,urgent,90,4,f
T-706e49,A-5b1bcd,2024-03-16 00:00:00,2024-03-18 00:00:00,58.00,low,124,,f
T-a9e396,A-8adedc,2023-03-28 00:00:00,2023-03-30 00:00:00,54.00,low,124,,f
T-9df65f,A-c42f1f,2024-06-29 00:00:00,2024-06-30 00:00:00,36.00,urgent,8,,f
T-0e9c68,A-3d957b,2023-10-31 00:00:00,2023-11-01 00:00:00,45.00,urgent,125,,f
T-ff4462,A-702032,2024-07-23 00:00:00,2024-07-23 00:00:00,3.00,high,140,,f
T-e8df78,A-e83938,2024-12-01 00:00:00,2024-12-01 00:00:00,3.00,low,52,3,f
T-082788,A-00bed1,2023-12-14 00:00:00,2023-12-14 00:00:00,6.00,urgent,174,,f
T-41c4aa,A-f45426,2023-10-31 00:00:00,2023-10-31 00:00:00,11.00,low,144,,f
T-559617,A-69b156,2023-07-15 00:00:00,2023-07-15 00:00:00,20.00,high,30,,f
T-91b90d,A-e08cd3,2024-12-26 00:00:00,2024-12-26 00:00:00,17.00,high,109,4,f
T-9f53ca,A-1b9609,2024-01-23 00:00:00,2024-01-24 00:00:00,29.00,high,157,,f
T-aba492,A-3793ee,2023-09-14 00:00:00,2023-09-14 00:00:00,9.00,low,36,,f
T-b1c40d,A-139c3b,2023-04-05 00:00:00,2023-04-05 00:00:00,13.00,low,37,4,f
T-b68fa5,A-e08cd3,2023-10-13 00:00:00,2023-10-13 00:00:00,11.00,medium,101,,f
T-13b65c,A-e43bf7,2024-04-24 00:00:00,2024-04-24 00:00:00,18.00,urgent,135,5,t
T-2c42d0,A-e693b6,2023-07-06 00:00:00,2023-07-06 00:00:00,1.00,urgent,144,3,f
T-583d4d,A-df1e44,2023-05-12 00:00:00,2023-05-13 00:00:00,38.00,medium,91,5,f
T-19c13c,A-fdfc91,2023-04-27 00:00:00,2023-04-27 00:00:00,13.00,urgent,177,,f
T-671909,A-310452,2023-05-05 00:00:00,2023-05-07 00:00:00,58.00,medium,60,5,f
T-cdecbd,A-9c18c4,2024-12-08 00:00:00,2024-12-08 00:00:00,12.00,low,133,3,f
T-8934e8,A-92a3af,2024-04-22 00:00:00,2024-04-24 00:00:00,71.00,medium,49,,f
T-9d9a08,A-66224b,2024-03-22 00:00:00,2024-03-24 00:00:00,66.00,urgent,105,3,f
T-27d2a6,A-fda07f,2024-04-21 00:00:00,2024-04-22 00:00:00,31.00,low,102,,f
T-f5bee9,A-c16cf7,2023-07-18 00:00:00,2023-07-20 00:00:00,51.00,low,124,3,f
T-4f404a,A-bb1486,2024-03-07 00:00:00,2024-03-07 00:00:00,2.00,high,115,,f
T-454d17,A-b3fe05,2023-09-01 00:00:00,2023-09-01 00:00:00,17.00,urgent,90,3,f
T-61208e,A-2789e3,2024-10-09 00:00:00,2024-10-11 00:00:00,67.00,medium,3,4,f
T-3e18cf,A-35083d,2024-09-27 00:00:00,2024-09-29 00:00:00,60.00,high,152,,f
T-ead922,A-86902e,2024-06-03 00:00:00,2024-06-03 00:00:00,6.00,urgent,16,5,f
T-da4f37,A-69b156,2024-09-01 00:00:00,2024-09-01 00:00:00,9.00,low,161,4,f
T-0e6a8b,A-b44e3e,2024-06-23 00:00:00,2024-06-25 00:00:00,71.00,medium,66,4,f
T-a1bceb,A-3a7284,2023-09-24 00:00:00,2023-09-25 00:00:00,41.00,high,105,,f
T-57367e,A-b3fe05,2024-12-06 00:00:00,2024-12-08 00:00:00,63.00,high,39,,f
T-0aeed3,A-e5d6ab,2024-06-27 00:00:00,2024-06-28 00:00:00,24.00,low,151,,f
T-60c7c9,A-02fac6,2023-10-17 00:00:00,2023-10-18 00:00:00,28.00,low,45,,f
T-c67fd7,A-d3c88e,2024-06-28 00:00:00,2024-06-30 00:00:00,53.00,urgent,30,,f
T-2521f4,A-812c5b,2024-08-28 00:00:00,2024-08-28 00:00:00,14.00,urgent,13,,f
T-2066b3,A-80eeb6,2023-05-19 00:00:00,2023-05-21 00:00:00,50.00,urgent,87,3,t
T-47940c,A-a865bd,2024-11-22 00:00:00,2024-11-23 00:00:00,42.00,medium,34,3,f
T-c17382,A-9f0b68,2024-05-10 00:00:00,2024-05-10 00:00:00,4.00,urgent,89,3,f
T-574fcf,A-09540c,2023-03-25 00:00:00,2023-03-26 00:00:00,27.00,medium,106,5,f
T-baea58,A-6e08f3,2024-08-22 00:00:00,2024-08-23 00:00:00,47.00,low,152,4,f
T-136b9e,A-e4144b,2023-05-06 00:00:00,2023-05-08 00:00:00,54.00,high,164,,f
T-14733a,A-0b0d6d,2023-05-06 00:00:00,2023-05-06 00:00:00,16.00,high,155,5,t
T-2fc301,A-7c4956,2024-06-10 00:00:00,2024-06-10 00:00:00,11.00,high,102,4,f
T-5f7300,A-54d94a,2024-07-25 00:00:00,2024-07-27 00:00:00,59.00,medium,117,,f
T-d84002,A-1619f8,2023-02-16 00:00:00,2023-02-18 00:00:00,59.00,low,2,5,f
T-d85104,A-f9cc74,2024-06-18 00:00:00,2024-06-18 00:00:00,23.00,low,151,5,f
T-b6eb59,A-0532a9,2024-09-07 00:00:00,2024-09-07 00:00:00,17.00,medium,4,,f
T-6c4112,A-bece89,2024-02-27 00:00:00,2024-02-28 00:00:00,44.00,urgent,56,,f
T-da4869,A-342303,2023-09-11 00:00:00,2023-09-11 00:00:00,12.00,medium,79,5,f
T-81b73d,A-ccc747,2023-01-28 00:00:00,2023-01-30 00:00:00,61.00,medium,9,,f
T-a6e8f4,A-751c58,2024-02-16 00:00:00,2024-02-18 00:00:00,68.00,low,172,4,f
T-6b989d,A-328bd0,2024-09-06 00:00:00,2024-09-08 00:00:00,65.00,high,49,,f
T-2694cc,A-2ebb4b,2023-07-03 00:00:00,2023-07-05 00:00:00,51.00,high,124,3,f
T-60bb06,A-417d2f,2024-11-20 00:00:00,2024-11-22 00:00:00,56.00,low,144,,f
T-e733d2,A-c1dfe1,2023-05-09 00:00:00,2023-05-11 00:00:00,53.00,low,133,,f
T-1103cb,A-40906c,2024-08-01 00:00:00,2024-08-01 00:00:00,5.00,low,113,5,f
T-7a5dca,A-d792a6,2023-11-02 00:00:00,2023-11-04 00:00:00,67.00,high,28,,f
T-9b4be2,A-1b7577,2024-04-08 00:00:00,2024-04-09 00:00:00,42.00,low,112,5,f
T-4d5634,A-13466a,2024-11-04 00:00:00,2024-11-06 00:00:00,71.00,medium,76,3,t
T-06d051,A-cc1d8d,2024-01-24 00:00:00,2024-01-24 00:00:00,1.00,medium,94,,f
T-f62fdf,A-854864,2023-02-24 00:00:00,2023-02-24 00:00:00,12.00,high,23,4,f
T-f255e4,A-40a557,2023-01-08 00:00:00,2023-01-09 00:00:00,29.00,medium,146,3,f
T-fad580,A-410e86,2023-12-04 00:00:00,2023-12-06 00:00:00,57.00,low,103,3,f
T-1dd5b9,A-1b7577,2023-08-08 00:00:00,2023-08-08 00:00:00,2.00,high,74,,f
T-7d4d61,A-4f18f0,2024-06-11 00:00:00,2024-06-13 00:00:00,71.00,urgent,75,5,f
T-659542,A-443f6f,2024-03-18 00:00:00,2024-03-18 00:00:00,13.00,low,167,4,f
T-742d41,A-149a69,2024-09-27 00:00:00,2024-09-27 00:00:00,9.00,medium,63,5,f
T-b72962,A-410e86,2024-04-25 00:00:00,2024-04-27 00:00:00,61.00,medium,128,,f
T-fb779c,A-5b1bcd,2024-04-09 00:00:00,2024-04-11 00:00:00,67.00,urgent,89,4,f
T-b43d8e,A-3cc791,2024-12-09 00:00:00,2024-12-09 00:00:00,20.00,low,84,,f
T-204881,A-671f31,2024-07-24 00:00:00,2024-07-25 00:00:00,28.00,urgent,80,5,f
T-3d5a91,A-bb1eaa,2024-09-12 00:00:00,2024-09-12 00:00:00,6.00,urgent,78,5,f
T-3aa7e7,A-69b156,2024-02-28 00:00:00,2024-02-29 00:00:00,33.00,low,96,,f
T-c195e0,A-075038,2024-10-15 00:00:00,2024-10-16 00:00:00,37.00,high,4,3,f
T-7dc53f,A-8b25f2,2024-02-04 00:00:00,2024-02-04 00:00:00,19.00,low,86,3,f
T-1b9c71,A-f03140,2023-02-11 00:00:00,2023-02-13 00:00:00,52.00,high,79,,f
T-921d17,A-eb2fdc,2023-05-23 00:00:00,2023-05-24 00:00:00,24.00,low,50,4,f
T-16a224,A-4437e4,2024-07-05 00:00:00,2024-07-06 00:00:00,37.00,medium,134,,f
T-95e4a6,A-4a4c2d,2024-11-15 00:00:00,2024-11-16 00:00:00,44.00,high,128,5,f
T-c014ff,A-40de06,2023-03-21 00:00:00,2023-03-23 00:00:00,50.00,low,68,,f
T-ca352f,A-22d9d2,2024-04-24 00:00:00,2024-04-25 00:00:00,31.00,high,140,4,f
T-83656f,A-117171,2023-12-19 00:00:00,2023-12-20 00:00:00,34.00,low,33,4,f
T-863c07,A-34d880,2023-04-07 00:00:00,2023-04-08 00:00:00,42.00,urgent,12,3,f
T-aeb97e,A-922109,2023-05-15 00:00:00,2023-05-15 00:00:00,1.00,medium,151,,f
T-56fa73,A-2e3bad,2023-05-03 00:00:00,2023-05-05 00:00:00,71.00,low,49,4,f
T-519f79,A-702032,2024-07-09 00:00:00,2024-07-09 00:00:00,13.00,low,176,3,f
T-5b3664,A-751c58,2024-08-05 00:00:00,2024-08-05 00:00:00,8.00,low,60,,f
T-db5a57,A-66224b,2024-10-17 00:00:00,2024-10-18 00:00:00,46.00,high,43,5,f
T-b52bf0,A-855a48,2023-11-03 00:00:00,2023-11-04 00:00:00,34.00,high,157,4,f
T-3b9875,A-4a267b,2024-05-09 00:00:00,2024-05-11 00:00:00,52.00,urgent,168,,f
T-ba77b3,A-bc87bc,2023-10-31 00:00:00,2023-11-01 00:00:00,24.00,high,136,,f
T-762c9d,A-86902e,2024-05-11 00:00:00,2024-05-12 00:00:00,31.00,high,118,,f
T-4b2bf5,A-e7a1e2,2024-03-31 00:00:00,2024-04-01 00:00:00,45.00,low,37,4,f
T-49e4f6,A-a45270,2024-10-22 00:00:00,2024-10-24 00:00:00,57.00,high,46,4,f
T-5bca42,A-0532a9,2023-02-11 00:00:00,2023-02-11 00:00:00,18.00,low,62,,f
T-a2a84a,A-d792a6,2023-03-30 00:00:00,2023-03-31 00:00:00,45.00,medium,36,4,f
T-53a3f9,A-2e4581,2024-12-10 00:00:00,2024-12-10 00:00:00,19.00,high,118,,f
T-dc9ef3,A-139c3b,2023-06-21 00:00:00,2023-06-23 00:00:00,64.00,urgent,63,,f
T-3830ca,A-5c9849,2024-01-31 00:00:00,2024-02-02 00:00:00,49.00,urgent,7,,f
T-c18da8,A-7f6b86,2024-07-19 00:00:00,2024-07-19 00:00:00,2.00,high,91,,f
T-4630ac,A-67be94,2023-07-20 00:00:00,2023-07-21 00:00:00,33.00,urgent,47,,f
T-d65b5b,A-328bd0,2024-03-06 00:00:00,2024-03-07 00:00:00,47.00,medium,103,3,f
T-539103,A-65a46c,2023-06-19 00:00:00,2023-06-21 00:00:00,68.00,urgent,134,3,f
T-2b8a81,A-9affe6,2023-07-05 00:00:00,2023-07-07 00:00:00,50.00,urgent,12,3,f
T-8416bb,A-9affe6,2024-02-20 00:00:00,2024-02-22 00:00:00,60.00,high,165,,f
T-42efc2,A-2e3bad,2024-01-08 00:00:00,2024-01-08 00:00:00,23.00,high,159,,f
T-0171b1,A-4a4c2d,2024-05-09 00:00:00,2024-05-11 00:00:00,54.00,high,153,4,f
T-93c07c,A-17939a,2024-08-01 00:00:00,2024-08-01 00:00:00,8.00,low,152,4,f
T-6ba61d,A-484819,2024-08-15 00:00:00,2024-08-17 00:00:00,66.00,high,165,,f
T-d466fd,A-65c341,2024-05-06 00:00:00,2024-05-06 00:00:00,2.00,high,122,,f
T-04c2d4,A-0dbdc6,2023-08-15 00:00:00,2023-08-16 00:00:00,37.00,low,86,,f
T-a6af13,A-84ebe4,2024-12-02 00:00:00,2024-12-03 00:00:00,35.00,low,149,,f
T-aacbf9,A-7920cc,2023-10-17 00:00:00,2023-10-18 00:00:00,43.00,medium,160,,f
T-ede109,A-de24d5,2023-01-31 00:00:00,2023-02-02 00:00:00,69.00,medium,165,,f
T-578a17,A-5790f4,2024-02-21 00:00:00,2024-02-24 00:00:00,72.00,low,133,,t
T-10521d,A-8ae3fc,2024-02-20 00:00:00,2024-02-21 00:00:00,28.00,urgent,110,3,f
T-6816fd,A-d4ac0e,2024-10-23 00:00:00,2024-10-23 00:00:00,16.00,medium,28,3,f
T-5d5c80,A-684255,2024-04-12 00:00:00,2024-04-12 00:00:00,10.00,urgent,153,4,f
T-454c29,A-c43359,2023-03-14 00:00:00,2023-03-15 00:00:00,46.00,urgent,176,,f
T-6bfc83,A-bc87bc,2023-12-26 00:00:00,2023-12-28 00:00:00,49.00,urgent,59,4,f
T-74476f,A-bb3bd4,2023-05-22 00:00:00,2023-05-24 00:00:00,53.00,low,145,,f
T-a89311,A-44dc83,2023-11-07 00:00:00,2023-11-09 00:00:00,65.00,urgent,93,4,f
T-b9e950,A-bd4708,2023-10-12 00:00:00,2023-10-12 00:00:00,11.00,low,151,4,f
T-c4a1cf,A-1e1b80,2024-05-16 00:00:00,2024-05-17 00:00:00,43.00,urgent,59,3,f
T-5b26fc,A-fd9422,2024-03-30 00:00:00,2024-03-31 00:00:00,30.00,medium,47,3,f
T-82577a,A-56962b,2024-02-19 00:00:00,2024-02-19 00:00:00,13.00,low,117,,f
T-116765,A-c4ea60,2024-05-23 00:00:00,2024-05-23 00:00:00,20.00,urgent,65,4,f
T-2ac4b6,A-779e4e,2023-07-09 00:00:00,2023-07-09 00:00:00,22.00,low,36,3,f
T-bdc16a,A-9077b0,2023-03-01 00:00:00,2023-03-03 00:00:00,51.00,high,53,5,f
T-d03843,A-883b7d,2024-01-25 00:00:00,2024-01-25 00:00:00,18.00,urgent,14,,f
T-17f85e,A-bece89,2024-02-24 00:00:00,2024-02-25 00:00:00,35.00,urgent,133,3,f
T-ce4793,A-40906c,2024-11-01 00:00:00,2024-11-03 00:00:00,66.00,urgent,60,4,f
T-c7e31c,A-3cc791,2024-07-09 00:00:00,2024-07-11 00:00:00,54.00,high,179,,f
T-d3800a,A-5a3eb9,2023-07-04 00:00:00,2023-07-05 00:00:00,27.00,urgent,49,,f
T-50cda9,A-700ade,2024-03-01 00:00:00,2024-03-01 00:00:00,17.00,urgent,117,5,f
T-ee1ef3,A-b11cd0,2024-10-08 00:00:00,2024-10-10 00:00:00,66.00,medium,141,3,f
