subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-8b52b5,A-c1dfe1,2024-04-03,,Enterprise,26,5174.00,62088.00,f,f,f,f,monthly,t
S-79b2bc,A-249769,2024-08-28,,Basic,4,76.00,912.00,f,f,f,f,monthly,t
S-4fd9ba,A-d4ac0e,2024-10-09,,Basic,24,456.00,5472.00,f,t,f,f,monthly,t
S-163e9d,A-ccabf0,2024-03-03,,Enterprise,11,2189.00,26268.00,f,f,f,f,annual,t
S-8324d4,A-5a215a,2024-07-13,2024-03-08,Pro,87,0.00,0.00,t,f,f,t,monthly,t
S-22f848,A-993085,2023-10-15,,Enterprise,49,9751.00,117012.00,f,f,f,f,annual,t
S-b32512,A-854864,2024-12-25,,Enterprise,20,3980.00,47760.00,f,f,f,f,monthly,t
S-98ac99,A-8ed5dd,2023-09-11,,Basic,5,95.00,1140.00,f,t,f,f,annual,t
S-93fab3,A-9f9299,2024-10-11,2024-12-31,Pro,28,1372.00,16464.00,f,f,f,t,annual,t
S-838330,A-5a215a,2024-06-20,,Pro,87,0.00,0.00,t,f,f,f,annual,f
S-720d62,A-c16101,2024-05-10,,Basic,53,1007.00,12084.00,f,f,f,f,monthly,t
S-e2500e,A-5b4ebb,2024-06-12,,Basic,21,0.00,0.00,t,f,f,f,monthly,t
S-2c091a,A-32728c,2023-06-20,,Pro,20,980.00,11760.00,f,f,f,f,annual,t
S-55d53c,A-2f6a32,2024-08-12,,Basic,19,361.00,4332.00,f,f,f,f,annual,t
S-df2fb8,A-0e966d,2024-08-17,,Pro,55,0.00,0.00,t,f,f,f,annual,t
S-24ae40,A-328bd0,2024-11-02,2024-03-28,Basic,18,342.00,4104.00,f,f,f,t,monthly,t
S-bdd4c5,A-5a92e7,2024-03-12,,Pro,28,1372.00,16464.00,f,f,f,f,monthly,t
S-2196c4,A-425e76,2024-04-16,,Basic,8,152.00,1824.00,f,f,f,f,monthly,t
S-9626f8,A-d4ac0e,2024-08-25,,Pro,18,882.00,10584.00,f,f,f,f,annual,t
S-03340d,A-4ef964,2024-01-04,,Enterprise,17,3383.00,40596.00,f,f,f,f,annual,f
S-ae1882,A-9f9299,2024-10-25,,Basic,61,1159.00,13908.00,f,f,f,f,monthly,f
S-1cdd2c,A-ac9111,2024-06-03,,Pro,21,1029.00,12348.00,f,f,f,f,monthly,f
S-6b7aa4,A-c37601,2024-11-29,,Basic,22,418.00,5016.00,f,f,f,f,monthly,t
S-dfe952,A-e351e1,2024-09-27,,Basic,33,627.00,7524.00,f,f,f,f,monthly,t
S-763384,A-526d93,2024-07-24,,Pro,43,0.00,0.00,t,f,f,f,annual,t
S-3e6a40,A-94c3cd,2024-07-08,,Enterprise,32,0.00,0.00,t,f,f,f,monthly,t
S-5fffe8,A-4e631b,2024-07-26,,Basic,22,418.00,5016.00,f,f,f,f,monthly,t
S-e51242,A-8145a0,2023-11-13,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-ae3270,A-fdfc91,2023-09-14,,Basic,29,551.00,6612.00,f,f,f,f,annual,t
S-808668,A-e351e1,2024-01-10,,Pro,33,1617.00,19404.00,f,f,f,f,monthly,t
S-388f70,A-40a557,2024-09-21,,Pro,18,0.00,0.00,t,f,f,f,annual,t
S-b84a07,A-7c4956,2023-05-06,,Pro,9,441.00,5292.00,f,f,f,f,annual,t
S-a24476,A-91e948,2024-01-26,,Basic,41,0.00,0.00,t,f,f,f,monthly,t
S-ff78bf,A-50f3f7,2024-05-13,,Pro,31,0.00,0.00,t,f,f,f,monthly,f
S-695c1e,A-ce66f8,2024-02-07,,Enterprise,37,7363.00,88356.00,f,f,f,f,monthly,t
S-f97609,A-712f1c,2024-05-15,,Pro,38,1862.00,22344.00,f,t,f,f,annual,f
S-fee60b,A-4a267b,2024-09-22,2024-09-29,Pro,46,2254.00,27048.00,f,f,f,t,monthly,t
S-3cc163,A-df10db,2024-02-07,,Basic,68,0.00,0.00,t,t,f,f,annual,f
S-534c28,A-e888d1,2024-09-16,,Basic,14,266.00,3192.00,f,f,f,f,monthly,t
S-e1d553,A-692f18,2024-09-27,,Pro,9,0.00,0.00,t,f,f,f,annual,t
S-358daa,A-39b19f,2024-04-09,,Enterprise,24,0.00,0.00,t,f,f,f,annual,t
S-ff2761,A-0cc442,2024-09-25,,Basic,45,855.00,10260.00,f,t,f,f,monthly,t
S-b6d200,A-d27f50,2024-12-19,,Basic,44,836.00,10032.00,f,f,f,f,monthly,t
S-518472,A-e7beab,2024-08-12,,Pro,19,931.00,11172.00,f,f,f,f,monthly,t
S-682d28,A-fdfc91,2024-08-31,,Enterprise,47,9353.00,112236.00,f,f,f,f,annual,t
S-0a2238,A-c7ffc2,2024-09-16,,Basic,30,570.00,6840.00,f,f,f,f,monthly,t
S-6e4c1a,A-94f8c9,2024-02-08,,Enterprise,13,2587.00,31044.00,f,f,f,f,monthly,t
S-7564e1,A-313be3,2024-08-14,,Enterprise,47,0.00,0.00,t,f,f,f,monthly,t
S-41023c,A-49b828,2023-12-15,,Enterprise,31,6169.00,74028.00,f,f,f,f,annual,t
S-6e0006,A-5b051a,2024-09-18,,Basic,22,418.00,5016.00,f,f,f,f,monthly,t
S-7e1791,A-a6d261,2024-09-05,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-1109d6,A-a2485e,2024-11-08,,Enterprise,3,597.00,7164.00,f,f,t,f,annual,t
S-b35203,A-ac85cd,2024-12-23,,Enterprise,53,10547.00,126564.00,f,f,t,f,monthly,t
S-ef4ad8,A-bcf87c,2024-08-14,,Pro,10,490.00,5880.00,f,f,f,f,annual,f
S-2dad6b,A-104f1a,2024-12-20,,Basic,34,646.00,7752.00,f,f,f,f,monthly,t
S-4c100f,A-eb7fac,2024-02-24,,Enterprise,136,27064.00,324768.00,f,f,f,f,monthly,f
S-17cfc4,A-592832,2024-01-12,,Pro,18,0.00,0.00,t,f,t,f,monthly,t
S-c317f9,A-86902e,2023-11-24,,Basic,34,646.00,7752.00,f,f,f,f,annual,t
S-3311b1,A-7cfe77,2024-08-24,,Pro,69,3381.00,40572.00,f,t,f,f,monthly,t
S-26e8f0,A-d40bf7,2024-11-17,,Enterprise,59,11741.00,140892.00,f,f,f,f,monthly,f
S-807d87,A-69b156,2024-01-16,,Enterprise,28,5572.00,66864.00,f,f,f,f,annual,t
S-c4aa5f,A-ccb686,2024-02-28,,Pro,52,2548.00,30576.00,f,f,f,f,annual,f
S-86c28f,A-8adedc,2024-02-04,,Pro,79,3871.00,46452.00,f,f,f,f,annual,t
S-d635a2,A-ff79f2,2024-05-29,,Basic,12,228.00,2736.00,f,f,f,f,annual,t
S-463525,A-016043,2024-02-12,,Enterprise,13,2587.00,31044.00,f,f,f,f,annual,t
S-b2238e,A-104f1a,2024-11-16,,Basic,24,456.00,5472.00,f,f,f,f,monthly,t
S-d01053,A-779e4e,2023-12-11,2024-10-29,Enterprise,36,7164.00,85968.00,f,f,f,t,annual,t
S-b9bbfd,A-118d55,2024-11-13,,Enterprise,36,7164.00,85968.00,f,f,f,f,monthly,t
S-790762,A-ac85cd,2024-12-24,,Pro,53,2597.00,31164.00,f,f,f,f,monthly,t
S-321498,A-3a7284,2024-12-25,2024-12-31,Pro,31,0.00,0.00,t,f,f,t,monthly,t
S-8cf2ef,A-600734,2024-08-29,,Basic,42,798.00,9576.00,f,f,f,f,annual,f
S-48aa95,A-a8b49c,2024-03-23,,Enterprise,7,1393.00,16716.00,f,f,f,f,monthly,t
S-42218c,A-e2cd1b,2024-07-30,,Pro,45,2205.00,26460.00,f,f,f,f,monthly,t
S-e6e96f,A-cbd1a3,2024-11-30,,Enterprise,8,0.00,0.00,t,f,f,f,annual,f
S-627cfa,A-9bfc9f,2023-09-19,2024-04-01,Pro,53,2597.00,31164.00,f,f,f,t,monthly,t
S-47a04b,A-b54c01,2024-07-10,,Pro,29,0.00,0.00,t,f,f,f,annual,t
S-2a6eb3,A-80eeb6,2023-08-27,,Enterprise,68,13532.00,162384.00,f,f,f,f,monthly,t
S-c5f3d4,A-9f2731,2024-11-22,,Pro,5,0.00,0.00,t,f,f,f,annual,t
S-c3bf1d,A-55f257,2024-03-15,,Pro,9,441.00,5292.00,f,f,f,f,annual,t
S-a82441,A-4a267b,2024-09-08,,Pro,25,1225.00,14700.00,f,f,f,f,annual,t
S-ccdf41,A-94f8c9,2024-11-29,,Enterprise,17,3383.00,40596.00,f,f,f,f,monthly,t
S-3503cb,A-c43359,2024-12-14,,Basic,38,722.00,8664.00,f,f,f,f,monthly,t
S-ed32c7,A-37f969,2023-10-24,,Pro,30,1470.00,17640.00,f,f,f,f,annual,f
S-64bd69,A-ac9111,2023-04-10,,Basic,21,399.00,4788.00,f,f,f,f,annual,t
S-abd244,A-66224b,2024-05-12,,Basic,92,1748.00,20976.00,f,f,f,f,monthly,f
S-1e83a6,A-443b7c,2024-12-29,,Basic,8,152.00,1824.00,f,f,f,f,annual,t
S-e86a94,A-443f6f,2024-12-26,,Pro,19,931.00,11172.00,f,f,f,f,monthly,t
S-2480b0,A-6e08f3,2024-12-27,,Basic,13,247.00,2964.00,f,f,f,f,annual,t
S-095083,A-98a59a,2023-09-27,,Basic,56,1064.00,12768.00,f,f,f,f,annual,t
S-07abdd,A-f19409,2023-09-26,,Pro,34,1666.00,19992.00,f,f,f,f,annual,t
S-c29f3a,A-b7b7b7,2024-10-09,,Pro,24,1176.00,14112.00,f,t,f,f,monthly,f
S-b4ac47,A-3b5cd1,2023-07-10,,Pro,31,1519.00,18228.00,f,f,f,f,annual,f
S-2e017b,A-432483,2023-02-04,2023-05-04,Pro,5,245.00,2940.00,f,f,f,t,annual,t
S-c64e87,A-f3ff05,2024-09-19,,Enterprise,27,5373.00,64476.00,f,f,f,f,annual,t
S-c24467,A-e888d1,2023-05-07,,Basic,50,0.00,0.00,t,f,f,f,monthly,f
S-f7b0e0,A-66224b,2024-11-24,,Basic,92,1748.00,20976.00,f,f,f,f,annual,t
S-edeacd,A-59f724,2024-01-01,,Pro,18,882.00,10584.00,f,f,f,f,annual,t
S-3d6b69,A-2446e3,2024-09-16,,Enterprise,27,5373.00,64476.00,f,f,f,f,annual,f
S-63e282,A-6a4e2d,2024-10-15,2024-07-11,Pro,14,686.00,8232.00,f,t,f,t,annual,t
S-ef2a21,A-427b69,2024-11-28,2024-09-12,Pro,36,1764.00,21168.00,f,f,f,t,annual,t
S-e052d8,A-4e44e8,2024-10-26,,Pro,25,0.00,0.00,t,f,f,f,annual,t
S-2d51ca,A-96e141,2023-05-12,,Pro,32,1568.00,18816.00,f,f,f,f,monthly,t
S-0921a1,A-ee42db,2023-02-08,,Basic,22,418.00,5016.00,f,f,f,f,annual,t
S-62c98f,A-5a92e7,2024-10-27,,Pro,35,1715.00,20580.00,f,f,f,f,monthly,t
S-1cff77,A-5a3eb9,2023-09-20,,Pro,65,3185.00,38220.00,f,f,f,f,annual,t
S-3a28a1,A-b9f5b1,2024-07-25,,Enterprise,15,2985.00,35820.00,f,f,f,f,annual,t
S-42aaf0,A-6da850,2024-12-31,2024-12-31,Basic,6,114.00,1368.00,f,f,f,t,annual,t
S-d02277,A-05f0e5,2024-11-06,,Enterprise,92,18308.00,219696.00,f,t,f,f,monthly,t
S-72b92f,A-bd4708,2024-12-14,,Enterprise,37,7363.00,88356.00,f,f,f,f,monthly,f
S-15609d,A-94d3da,2024-04-08,,Basic,41,0.00,0.00,t,f,f,f,monthly,f
S-6d12c1,A-d26ab4,2024-11-20,,Basic,11,209.00,2508.00,f,f,f,f,monthly,t
S-1bf267,A-c42f1f,2024-11-13,,Basic,28,532.00,6384.00,f,f,f,f,annual,t
S-2d4edf,A-69fad4,2023-04-09,,Enterprise,6,1194.00,14328.00,f,f,f,f,annual,f
S-050a91,A-d27f50,2024-06-08,,Basic,45,855.00,10260.00,f,f,f,f,annual,t
S-e41457,A-5f2961,2024-12-17,,Enterprise,4,796.00,9552.00,f,f,f,f,annual,t
S-9f2386,A-558c72,2024-09-03,,Enterprise,15,2985.00,35820.00,f,f,f,f,annual,t
S-e23fd8,A-cc98bc,2023-05-06,,Enterprise,32,0.00,0.00,t,f,f,f,annual,t
S-c1056f,A-6f8ad2,2024-10-23,,Basic,21,399.00,4788.00,f,f,f,f,monthly,f
S-c4c9ce,A-625d0b,2024-11-16,2024-11-22,Enterprise,10,1990.00,23880.00,f,f,f,t,monthly,t
S-dc90ef,A-bcf87c,2024-07-22,,Pro,17,833.00,9996.00,f,f,f,f,annual,t
S-fc1114,A-4c56c9,2024-07-17,2024-10-23,Pro,18,882.00,10584.00,f,f,f,t,annual,t
S-b95110,A-b07b56,2024-12-16,,Pro,25,1225.00,14700.00,f,f,f,f,monthly,f
S-e2e052,A-91e948,2023-07-11,,Pro,41,2009.00,24108.00,f,f,f,f,monthly,t
S-0de78a,A-e4144b,2024-12-12,,Basic,41,779.00,9348.00,f,f,f,f,annual,t
S-8a37c8,A-054577,2024-09-12,,Pro,8,392.00,4704.00,f,f,f,f,monthly,t
S-8d6cec,A-32fb14,2024-05-07,,Pro,32,1568.00,18816.00,f,t,f,f,annual,t
S-65dd83,A-592832,2024-07-11,,Pro,36,1764.00,21168.00,f,f,f,f,annual,t
S-fa7c1a,A-df10db,2024-10-21,,Enterprise,12,2388.00,28656.00,f,f,f,f,monthly,t
S-cc964d,A-d26ab4,2024-11-21,,Basic,15,0.00,0.00,t,f,f,f,annual,t
S-e72beb,A-712533,2024-10-26,,Pro,70,3430.00,41160.00,f,t,f,f,annual,t
S-80199e,A-50bb9f,2024-10-26,,Enterprise,18,3582.00,42984.00,f,t,f,f,monthly,t
S-b6f87e,A-8b25f2,2024-09-30,,Basic,10,190.00,2280.00,f,f,f,f,annual,t
S-6129d4,A-6965e1,2024-12-26,,Enterprise,13,2587.00,31044.00,f,f,f,f,annual,t
S-7b647e,A-d62e02,2024-03-09,,Enterprise,10,1990.00,23880.00,f,f,t,f,monthly,t
S-426f2f,A-8145a0,2024-08-03,,Enterprise,3,597.00,7164.00,f,f,f,f,annual,t
S-02cde8,A-5b4ebb,2024-11-21,,Enterprise,63,12537.00,150444.00,f,f,f,f,monthly,t
S-61a87e,A-91e948,2023-08-14,,Basic,41,779.00,9348.00,f,f,f,f,monthly,t
S-5698bd,A-52dd88,2023-03-26,,Pro,26,1274.00,15288.00,f,f,f,f,monthly,f
S-702fe2,A-d77f4c,2024-03-27,,Enterprise,11,2189.00,26268.00,f,f,f,f,monthly,t
S-3e510d,A-50f3f7,2024-06-27,,Pro,31,1519.00,18228.00,f,f,t,f,annual,t
S-ec7c12,A-cbd1a3,2024-02-12,,Enterprise,6,1194.00,14328.00,f,f,f,f,monthly,t
S-d725da,A-f17767,2024-02-15,,Pro,22,1078.00,12936.00,f,f,f,f,annual,t
S-c84c8d,A-7988d1,2024-08-18,,Enterprise,92,0.00,0.00,t,f,f,f,annual,t
S-049328,A-39b19f,2023-07-20,,Pro,55,2695.00,32340.00,f,f,f,f,monthly,t
S-d9ad28,A-4f18f0,2024-04-28,,Pro,24,1176.00,14112.00,f,f,f,f,monthly,f
S-eec041,A-c43359,2024-12-22,,Basic,38,722.00,8664.00,f,t,f,f,monthly,t
S-a554da,A-712f1c,2024-09-04,2024-07-23,Enterprise,17,3383.00,40596.00,f,f,f,t,annual,t
S-2ccc04,A-9a532a,2024-10-18,,Enterprise,11,2189.00,26268.00,f,f,f,f,monthly,t
S-984f8b,A-db5e9e,2024-12-28,2024-12-28,Enterprise,17,3383.00,40596.00,f,f,t,t,annual,t
S-d3613b,A-6f50ae,2023-11-27,,Enterprise,19,0.00,0.00,t,f,f,f,monthly,t
S-e27a20,A-ffc04f,2024-12-28,,Basic,13,247.00,2964.00,f,f,f,f,monthly,t
S-41871d,A-029f69,2024-10-08,,Enterprise,3,597.00,7164.00,f,f,f,f,annual,t
S-9686c6,A-eb2fdc,2024-05-31,2024-09-25,Pro,33,1617.00,19404.00,f,f,f,t,annual,f
S-9b1f0e,A-e83938,2024-07-16,,Pro,2,98.00,1176.00,f,t,f,f,annual,t
S-3445f5,A-7f6b86,2023-10-15,,Basic,45,855.00,10260.00,f,f,f,f,annual,f
S-f6e14c,A-8bde0c,2024-12-15,,Enterprise,28,5572.00,66864.00,f,f,f,f,annual,t
S-94cfff,A-439b2f,2024-04-16,2024-05-18,Pro,22,0.00,0.00,t,f,f,t,annual,t
S-ceb9bd,A-7da956,2024-12-11,,Pro,20,980.00,11760.00,f,f,f,f,annual,t
S-2c270f,A-9f9299,2024-02-08,,Enterprise,28,5572.00,66864.00,f,f,f,f,annual,f
S-baba71,A-8b25f2,2024-03-05,,Enterprise,10,1990.00,23880.00,f,f,f,f,monthly,t
S-d33d84,A-31ab9a,2024-01-04,,Enterprise,3,597.00,7164.00,f,f,f,f,annual,t
S-c1012c,A-b7b7b7,2024-09-19,,Enterprise,24,4776.00,57312.00,f,f,f,f,monthly,t
S-42af3d,A-40de06,2023-03-06,,Enterprise,28,5572.00,66864.00,f,f,f,f,annual,t
S-d4cc9b,A-10b8f2,2023-03-10,,Pro,54,2646.00,31752.00,f,f,f,f,annual,t
S-1351ac,A-0cc442,2024-07-27,,Enterprise,45,0.00,0.00,t,f,f,f,monthly,t
S-753a0a,A-ad64c6,2024-06-15,,Enterprise,28,5572.00,66864.00,f,f,f,f,annual,f
S-62a710,A-42b791,2024-07-11,,Pro,22,1078.00,12936.00,f,f,f,f,annual,t
S-85eb8f,A-59f724,2024-01-29,,Enterprise,22,4378.00,52536.00,f,f,f,f,monthly,t
S-e6f639,A-37f969,2023-02-12,,Pro,30,1470.00,17640.00,f,f,f,f,monthly,t
S-85ba19,A-6965e1,2024-11-12,,Enterprise,13,2587.00,31044.00,f,t,f,f,monthly,t
S-a14f63,A-e1b9cd,2024-04-02,,Enterprise,40,7960.00,95520.00,f,f,t,f,monthly,t
S-f80ef5,A-e51ec7,2024-03-22,,Basic,5,0.00,0.00,t,f,f,f,annual,t
S-ed4e09,A-e43bf7,2024-02-26,,Pro,44,2156.00,25872.00,f,t,f,f,annual,t
S-f49e0b,A-7f6b86,2024-01-21,2024-03-21,Pro,45,2205.00,26460.00,f,t,f,t,annual,t
S-22be2c,A-35083d,2024-12-15,,Enterprise,49,9751.00,117012.00,f,f,f,f,monthly,t
S-6587d8,A-2446e3,2024-04-18,,Enterprise,27,5373.00,64476.00,f,f,f,f,monthly,f
S-44fba6,A-82d8a6,2024-12-22,,Enterprise,7,0.00,0.00,t,f,f,f,annual,t
S-f14c84,A-fa2041,2024-11-06,,Basic,18,0.00,0.00,t,f,f,f,monthly,t
S-f243c1,A-e888d1,2024-12-03,2024-12-28,Pro,14,0.00,0.00,t,f,f,t,annual,t
S-ca454e,A-9174e0,2024-12-14,,Enterprise,37,7363.00,88356.00,f,f,f,f,monthly,t
S-3e8283,A-940b8b,2024-04-29,,Pro,24,1176.00,14112.00,f,t,f,f,annual,f
S-70ae65,A-df1e44,2024-05-23,,Pro,63,3087.00,37044.00,f,t,f,f,monthly,t
S-f615d2,A-0a282f,2024-10-23,,Pro,18,882.00,10584.00,f,t,f,f,monthly,t
S-a8f236,A-855a48,2024-03-17,,Enterprise,14,2786.00,33432.00,f,f,f,f,monthly,f
S-684751,A-86cdb4,2024-12-31,,Basic,17,323.00,3876.00,f,f,f,f,monthly,t
S-4d9635,A-dcc3f1,2024-05-08,,Enterprise,22,4378.00,52536.00,f,f,f,f,annual,t
S-43c489,A-c222ab,2024-08-27,,Pro,32,1568.00,18816.00,f,f,f,f,annual,t
S-a346d6,A-0a282f,2024-08-31,2024-09-25,Enterprise,19,3781.00,45372.00,f,f,f,t,annual,t
S-47ce2d,A-d792a6,2023-06-02,,Pro,37,1813.00,21756.00,f,f,f,f,monthly,t
S-b4212b,A-10b8da,2023-12-05,2024-01-21,Enterprise,17,3383.00,40596.00,f,t,f,t,monthly,t
S-006908,A-d82ef9,2024-09-28,,Pro,26,1274.00,15288.00,f,f,t,f,monthly,t
S-60b7c7,A-02fac6,2024-02-05,,Enterprise,23,4577.00,54924.00,f,f,f,f,annual,f
S-3e54f5,A-157070,2023-12-12,,Basic,17,323.00,3876.00,f,f,f,f,annual,t
S-e32789,A-ac85cd,2024-10-13,,Pro,53,2597.00,31164.00,f,f,t,f,annual,t
S-6f398a,A-8ed5dd,2023-11-13,,Pro,5,245.00,2940.00,f,f,f,f,annual,t
S-ccc0fe,A-1619f8,2024-11-28,,Basic,29,551.00,6612.00,f,f,f,f,monthly,t
S-1dd0ad,A-ac85cd,2024-11-11,,Basic,53,1007.00,12084.00,f,t,f,f,monthly,t
S-52385a,A-0aaf6e,2024-11-13,,Basic,3,57.00,684.00,f,f,f,f,monthly,t
S-26a630,A-5247b3,2024-03-23,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-904784,A-9badbd,2024-09-20,,Enterprise,20,0.00,0.00,t,f,f,f,monthly,f
S-80a6a6,A-4437e4,2024-07-12,,Enterprise,3,597.00,7164.00,f,f,f,f,annual,t
S-d2d423,A-72799b,2024-12-08,,Enterprise,20,3980.00,47760.00,f,f,f,f,monthly,t
S-bdac36,A-443f6f,2024-08-12,,Enterprise,19,3781.00,45372.00,f,f,f,f,monthly,f
S-a68f4f,A-2ebb4b,2023-04-06,,Basic,41,0.00,0.00,t,f,f,f,monthly,t
S-eb84b1,A-05d3b3,2024-08-24,,Pro,9,441.00,5292.00,f,f,f,f,monthly,f
S-c9b181,A-443b7c,2024-08-10,,Pro,28,1372.00,16464.00,f,t,f,f,monthly,t
S-2e55e6,A-f19409,2024-12-20,,Basic,35,665.00,7980.00,f,f,f,f,annual,f
S-863c87,A-e43bf7,2023-05-07,,Enterprise,70,13930.00,167160.00,f,t,f,f,annual,t
S-7564c5,A-96215d,2024-12-09,,Pro,17,833.00,9996.00,f,f,f,f,monthly,f
S-8a9db8,A-474ad4,2024-11-30,2024-07-12,Enterprise,8,1592.00,19104.00,f,f,f,t,annual,t
S-200752,A-4d1e75,2024-09-17,,Pro,20,980.00,11760.00,f,t,f,f,monthly,f
S-74e211,A-3d957b,2024-07-15,,Pro,14,686.00,8232.00,f,t,f,f,monthly,f
S-2aadef,A-1619f8,2024-11-16,,Pro,29,1421.00,17052.00,f,f,f,f,annual,t
S-fdc415,A-726cfa,2023-10-08,,Enterprise,30,5970.00,71640.00,f,f,f,f,annual,t
S-c03f87,A-6f50ae,2024-05-01,,Enterprise,19,3781.00,45372.00,f,f,f,f,annual,t
S-a245f6,A-86902e,2023-12-28,,Basic,34,646.00,7752.00,f,f,f,f,monthly,t
S-a1cc61,A-bc4d48,2024-04-07,,Basic,35,665.00,7980.00,f,f,f,f,annual,t
S-9b96c2,A-02cd81,2024-05-13,,Enterprise,44,8756.00,105072.00,f,f,f,f,monthly,t
S-2e79e8,A-cb5333,2024-05-16,,Pro,33,0.00,0.00,t,f,f,f,monthly,t
S-f965de,A-ab438f,2024-10-20,2024-12-18,Pro,64,0.00,0.00,t,t,f,t,monthly,t
S-abff7d,A-94f8c9,2024-06-26,,Basic,20,0.00,0.00,t,f,f,f,annual,t
S-791c64,A-a1b80b,2024-07-11,,Pro,16,0.00,0.00,t,f,f,f,annual,t
S-7b7be8,A-d42431,2024-08-07,,Basic,91,1729.00,20748.00,f,f,f,f,monthly,t
S-6055d4,A-ce550d,2024-11-13,,Enterprise,35,0.00,0.00,t,f,f,f,monthly,t
S-938e4e,A-794a0b,2024-02-06,,Pro,23,0.00,0.00,t,f,f,f,annual,f
S-1f3254,A-4c56c9,2024-12-29,,Basic,18,342.00,4104.00,f,f,f,f,annual,t
S-2c4909,A-659280,2024-10-05,,Basic,13,247.00,2964.00,f,f,f,f,monthly,f
S-e143c9,A-bd4513,2024-01-12,,Pro,50,2450.00,29400.00,f,f,f,f,annual,t
S-c3213f,A-1d5444,2024-02-08,,Enterprise,41,8159.00,97908.00,f,f,f,f,annual,f
S-102053,A-4e0e85,2024-10-04,,Enterprise,6,1194.00,14328.00,f,f,f,f,monthly,t
S-43c2e3,A-6f8ad2,2024-11-08,,Enterprise,35,6965.00,83580.00,f,t,f,f,monthly,t
S-a2b83d,A-cc8c8f,2024-07-26,,Basic,23,437.00,5244.00,f,f,f,f,annual,t
S-b6793d,A-6f50ae,2024-07-19,,Pro,22,1078.00,12936.00,f,f,f,f,annual,f
S-a3a1c1,A-f25509,2024-02-10,,Pro,47,2303.00,27636.00,f,f,f,f,monthly,t
S-260e48,A-7f4db3,2023-07-16,,Pro,10,490.00,5880.00,f,f,f,f,annual,t
S-e98296,A-6f8ad2,2024-10-22,,Pro,16,784.00,9408.00,f,f,t,f,monthly,t
S-7d55dc,A-08e34e,2024-01-09,,Enterprise,30,5970.00,71640.00,f,f,f,f,annual,t
S-d26ff6,A-a0ca4e,2024-01-12,,Enterprise,26,5174.00,62088.00,f,f,f,f,monthly,t
S-ba8c46,A-9f0b68,2024-10-16,,Pro,18,882.00,10584.00,f,t,f,f,monthly,t
S-992c2a,A-d922bf,2024-11-08,,Enterprise,26,0.00,0.00,t,f,f,f,monthly,t
S-19f899,A-331424,2024-01-05,,Enterprise,11,2189.00,26268.00,f,f,f,f,annual,f
S-b95751,A-02cd81,2024-04-24,,Basic,44,0.00,0.00,t,f,f,f,monthly,t
S-d74a31,A-993085,2024-09-23,,Pro,33,1617.00,19404.00,f,f,f,f,monthly,t
S-676254,A-854864,2024-12-31,,Pro,20,980.00,11760.00,f,f,f,f,annual,t
S-3ad7c4,A-f17767,2024-03-01,2024-01-28,Pro,11,539.00,6468.00,f,t,f,t,monthly,t
S-96fb48,A-1f7acb,2024-08-27,,Pro,64,3136.00,37632.00,f,f,t,f,monthly,t
S-afea79,A-05f0e5,2024-08-16,,Pro,32,1568.00,18816.00,f,t,f,f,annual,f
S-c8a983,A-2d4502,2024-04-12,,Pro,12,588.00,7056.00,f,f,f,f,annual,f
S-e3c3c8,A-856b1e,2023-12-30,,Pro,25,1225.00,14700.00,f,t,f,f,monthly,f
S-020222,A-02fac6,2024-05-23,,Pro,22,1078.00,12936.00,f,f,f,f,monthly,t
S-65c079,A-417d2f,2023-04-07,,Basic,5,95.00,1140.00,f,f,f,f,annual,t
S-056af2,A-054577,2024-05-09,,Enterprise,75,14925.00,179100.00,f,f,f,f,monthly,t
S-09761d,A-6843f2,2024-12-31,,Pro,23,1127.00,13524.00,f,f,f,f,annual,t
S-a7d379,A-702032,2024-11-28,,Basic,28,532.00,6384.00,f,f,f,f,monthly,t
S-a903ad,A-59f724,2024-06-22,,Pro,27,1323.00,15876.00,f,f,f,f,annual,t
S-de3416,A-0dbdc6,2024-12-15,,Pro,47,2303.00,27636.00,f,f,f,f,annual,t
S-9161b0,A-4d1e75,2024-09-14,,Enterprise,62,12338.00,148056.00,f,t,f,f,monthly,t
S-f3274c,A-43a9e3,2024-07-02,,Pro,18,882.00,10584.00,f,f,f,f,annual,f
S-2991c7,A-443b7c,2024-11-11,,Pro,38,1862.00,22344.00,f,f,f,f,monthly,t
S-239a39,A-30b4ca,2024-01-07,,Pro,86,4214.00,50568.00,f,f,f,f,monthly,t
S-19f80d,A-d62e02,2024-02-12,,Basic,32,608.00,7296.00,f,f,f,f,annual,t
S-13c8b6,A-89ee83,2024-10-29,,Basic,27,513.00,6156.00,f,f,f,f,monthly,t
S-d5a07a,A-19b2c8,2024-12-07,,Basic,24,456.00,5472.00,f,f,f,f,annual,t
S-e5ba1c,A-39868b,2024-06-22,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-e2793d,A-4c38bc,2024-07-10,,Basic,36,684.00,8208.00,f,f,f,f,monthly,t
